id_zone,id_quartier,nom_quartier,piece,epoque,meuble_txt,ref,max,min,annee,ville,code_grand_quartier,lat,lon
2,29,Champs-Elysées,2,1971-1990,non meublé,25.3,30.36,17.71,2020,PARIS,7510829,48.8670744922,2.30865168468
9,46,Picpus,2,1946-1970,non meublé,20.0,24.0,14.0,2020,PARIS,7511246,48.8303592424,2.42882681508
13,50,Gare,2,1971-1990,meublé,20.2,24.24,14.14,2020,PARIS,7511350,48.8275274578,2.37239773692
4,9,Arts-et-Metiers,1,1946-1970,non meublé,29.8,35.76,20.86,2020,PARIS,7510309,48.8664702895,2.35708313106
2,13,Saint-Merri,4,Avant 1946,meublé,28.9,34.68,20.23,2020,PARIS,7510413,48.8585213723,2.35166696714
14,79,Père-Lachaise,1,1971-1990,non meublé,23.1,27.72,16.17,2020,PARIS,7512079,48.863719484,2.39527282076
2,4,Place-Vendôme,4,1946-1970,non meublé,22.9,27.48,16.03,2020,PARIS,7510104,48.8670185906,2.32858166493
12,51,Maison-Blanche,4,Apres 1990,meublé,26.4,31.68,18.48,2020,PARIS,7511351,48.8231278057,2.35243314954
2,30,Faubourg-du-Roule,2,1971-1990,meublé,28.6,34.32,20.02,2020,PARIS,7510830,48.8741355756,2.30411880972
4,12,Sainte-Avoie,1,Apres 1990,meublé,32.1,38.52,22.47,2020,PARIS,7510312,48.862557245,2.35485151825
13,73,Villette,2,1971-1990,meublé,20.2,24.24,14.14,2020,PARIS,7511973,48.8876610888,2.37446821213
2,15,Arsenal,4,1946-1970,meublé,25.9,31.08,18.13,2020,PARIS,7510415,48.851585175,2.36476795387
14,76,Combat,2,Apres 1990,non meublé,23.3,27.96,16.31,2020,PARIS,7511976,48.8786390757,2.38012728183
11,39,Porte-Saint-Martin,1,1971-1990,meublé,28.7,34.44,20.09,2020,PARIS,7511039,48.8712446509,2.36150364735
8,57,Saint-Lambert,4,1946-1970,non meublé,20.2,24.24,14.14,2020,PARIS,7511557,48.8342936284,2.29691997445
13,73,Villette,3,1971-1990,meublé,18.9,22.68,13.23,2020,PARIS,7511973,48.8876610888,2.37446821213
4,12,Sainte-Avoie,3,Apres 1990,non meublé,23.0,27.6,16.1,2020,PARIS,7510312,48.862557245,2.35485151825
7,61,Auteuil,4,Apres 1990,non meublé,23.4,28.08,16.38,2020,PARIS,7511661,48.8506223427,2.25227690754
10,49,Salpêtrière,1,Avant 1946,meublé,32.8,39.36,22.96,2020,PARIS,7511349,48.8374058852,2.36331863515
13,50,Gare,1,1971-1990,non meublé,21.2,25.44,14.84,2020,PARIS,7511350,48.8275274578,2.37239773692
4,7,Mail,1,Apres 1990,meublé,32.1,38.52,22.47,2020,PARIS,7510207,48.8680083374,2.34469912743
11,40,Hôpital-Saint-Louis,4,Apres 1990,non meublé,19.4,23.28,13.58,2020,PARIS,7511040,48.87600829,2.36812301789
11,71,Goutte-d'Or,1,Apres 1990,meublé,27.2,32.64,19.04,2020,PARIS,7511871,48.8921381876,2.3555361633
13,74,Pont-de-Flandre,4,Avant 1946,meublé,22.7,27.24,15.89,2020,PARIS,7511974,48.8955557746,2.38477722927
9,69,Grandes-Carrières,3,Avant 1946,meublé,24.4,29.28,17.08,2020,PARIS,7511869,48.8925777711,2.33436308991
10,44,Sainte-Marguerite,1,1946-1970,meublé,27.6,33.12,19.32,2020,PARIS,7511144,48.852096507,2.3887648336
5,35,Faubourg-Montmartre,2,Avant 1946,meublé,27.9,33.48,19.53,2020,PARIS,7510935,48.8739346918,2.34325257947
5,35,Faubourg-Montmartre,4,Apres 1990,non meublé,20.4,24.48,14.28,2020,PARIS,7510935,48.8739346918,2.34325257947
13,80,Charonne,1,Apres 1990,non meublé,23.1,27.72,16.17,2020,PARIS,7512080,48.854760283,2.40743032824
7,60,Javel 15Art,3,Apres 1990,non meublé,24.6,29.52,17.22,2020,PARIS,7511560,48.8390604011,2.27807634692
13,73,Villette,2,Avant 1946,non meublé,22.1,26.52,15.47,2020,PARIS,7511973,48.8876610888,2.37446821213
2,24,Saint-Germain-des-Prés,1,1971-1990,meublé,31.5,37.8,22.05,2020,PARIS,7510624,48.85528872,2.33365686809
2,22,Odeon,2,Apres 1990,meublé,30.2,36.24,21.14,2020,PARIS,7510622,48.8478006293,2.33633882759
4,20,Sorbonne,4,1946-1970,meublé,26.0,31.2,18.2,2020,PARIS,7510520,48.8490447659,2.34574660019
5,38,Porte-Saint-Denis,3,Avant 1946,non meublé,22.8,27.36,15.96,2020,PARIS,7511038,48.873617661,2.35228289495
2,16,Notre-Dame,3,Apres 1990,non meublé,24.5,29.4,17.15,2020,PARIS,7510416,48.8528955862,2.35277501212
4,8,Bonne-Nouvelle,4,1946-1970,non meublé,23.0,27.6,16.1,2020,PARIS,7510208,48.8671501183,2.35008019041
11,77,Belleville,2,1971-1990,non meublé,22.9,27.48,16.03,2020,PARIS,7512077,48.8715312006,2.38754923985
13,74,Pont-de-Flandre,4,Apres 1990,non meublé,16.4,19.68,11.48,2020,PARIS,7511974,48.8955557746,2.38477722927
5,53,Montparnasse,1,1971-1990,non meublé,26.8,32.16,18.76,2020,PARIS,7511453,48.837623096,2.33178382289
5,2,Halles,1,Avant 1946,non meublé,29.1,34.92,20.37,2020,PARIS,7510102,48.8622891081,2.34489885831
10,67,Batignolles,3,1946-1970,meublé,23.4,28.08,16.38,2020,PARIS,7511767,48.8884815139,2.31385616901
2,16,Notre-Dame,4,1971-1990,non meublé,22.2,26.64,15.54,2020,PARIS,7510416,48.8528955862,2.35277501212
2,16,Notre-Dame,3,Avant 1946,meublé,30.7,36.84,21.49,2020,PARIS,7510416,48.8528955862,2.35277501212
2,5,Gaillon,3,Avant 1946,non meublé,27.2,32.64,19.04,2020,PARIS,7510205,48.8693066381,2.33343180766
5,53,Montparnasse,3,Apres 1990,meublé,26.7,32.04,18.69,2020,PARIS,7511453,48.837623096,2.33178382289
1,25,Saint-Thomas-d'Aquin,4,Avant 1946,non meublé,28.2,33.84,19.74,2020,PARIS,7510725,48.8552632694,2.32558765258
1,28,Gros-Caillou,4,1971-1990,meublé,27.7,33.24,19.39,2020,PARIS,7510728,48.8582999039,2.30154155569
5,35,Faubourg-Montmartre,2,1971-1990,non meublé,22.4,26.88,15.68,2020,PARIS,7510935,48.8739346918,2.34325257947
13,50,Gare,4,1971-1990,meublé,17.0,20.4,11.9,2020,PARIS,7511350,48.8275274578,2.37239773692
5,37,Saint-Vincent-de-Paul,3,1946-1970,non meublé,20.3,24.36,14.21,2020,PARIS,7511037,48.8807352373,2.35747081045
2,1,St-Germain-l'Auxerrois,1,1946-1970,meublé,36.0,43.2,25.2,2020,PARIS,7510101,48.8606501352,2.33491032928
4,6,Vivienne,2,1971-1990,meublé,25.7,30.84,17.99,2020,PARIS,7510206,48.8691001998,2.33946074375
14,45,Bel-Air,2,1971-1990,meublé,21.8,26.16,15.26,2020,PARIS,7511245,48.8379956461,2.43317844196
13,75,Amérique,1,Apres 1990,meublé,26.1,31.32,18.27,2020,PARIS,7511975,48.8816381673,2.39544016662
4,12,Sainte-Avoie,1,1946-1970,meublé,33.7,40.44,23.59,2020,PARIS,7510312,48.862557245,2.35485151825
4,12,Sainte-Avoie,4,1946-1970,non meublé,23.0,27.6,16.1,2020,PARIS,7510312,48.862557245,2.35485151825
2,24,Saint-Germain-des-Prés,2,1971-1990,non meublé,25.3,30.36,17.71,2020,PARIS,7510624,48.85528872,2.33365686809
11,54,Parc-de-Montsouris,4,Apres 1990,non meublé,19.4,23.28,13.58,2020,PARIS,7511454,48.8234527716,2.33707017986
4,7,Mail,2,1971-1990,non meublé,22.7,27.24,15.89,2020,PARIS,7510207,48.8680083374,2.34469912743
1,27,Ecole-Militaire,3,1971-1990,meublé,29.7,35.64,20.79,2020,PARIS,7510727,48.8503592615,2.31103093627
11,71,Goutte-d'Or,3,1946-1970,meublé,21.4,25.68,14.98,2020,PARIS,7511871,48.8921381876,2.3555361633
10,55,Petit-Montrouge,1,Apres 1990,meublé,32.8,39.36,22.96,2020,PARIS,7511455,48.8266526255,2.32643699922
11,40,Hôpital-Saint-Louis,1,1971-1990,meublé,28.7,34.44,20.09,2020,PARIS,7511040,48.87600829,2.36812301789
11,39,Porte-Saint-Martin,4,1971-1990,non meublé,20.7,24.84,14.49,2020,PARIS,7511039,48.8712446509,2.36150364735
14,76,Combat,2,Apres 1990,meublé,26.3,31.56,18.41,2020,PARIS,7511976,48.8786390757,2.38012728183
1,26,Invalides,1,1971-1990,meublé,35.9,43.08,25.13,2020,PARIS,7510726,48.8585149661,2.31644474034
13,74,Pont-de-Flandre,1,1971-1990,non meublé,21.2,25.44,14.84,2020,PARIS,7511974,48.8955557746,2.38477722927
2,30,Faubourg-du-Roule,1,1946-1970,non meublé,31.9,38.28,22.33,2020,PARIS,7510830,48.8741355756,2.30411880972
14,45,Bel-Air,1,1971-1990,meublé,26.1,31.32,18.27,2020,PARIS,7511245,48.8379956461,2.43317844196
10,55,Petit-Montrouge,1,1971-1990,non meublé,26.6,31.92,18.62,2020,PARIS,7511455,48.8266526255,2.32643699922
9,70,Clignancourt,2,Apres 1990,meublé,26.6,31.92,18.62,2020,PARIS,7511870,48.8916675911,2.34597875459
3,32,Europe,3,Apres 1990,non meublé,24.1,28.92,16.87,2020,PARIS,7510832,48.8781476759,2.3171746113
4,6,Vivienne,3,Avant 1946,non meublé,25.0,30.0,17.5,2020,PARIS,7510206,48.8691001998,2.33946074375
10,49,Salpêtrière,4,Avant 1946,non meublé,20.6,24.72,14.42,2020,PARIS,7511349,48.8374058852,2.36331863515
2,34,Chaussée-d'Antin,3,1971-1990,non meublé,22.3,26.76,15.61,2020,PARIS,7510934,48.8735473802,2.33226886887
3,64,Chaillot,1,1971-1990,meublé,33.2,39.84,23.24,2020,PARIS,7511664,48.8684336145,2.29167904274
11,68,Epinettes,1,Avant 1946,meublé,31.8,38.16,22.26,2020,PARIS,7511768,48.8949426538,2.32111874371
13,74,Pont-de-Flandre,2,1971-1990,non meublé,17.9,21.48,12.53,2020,PARIS,7511974,48.8955557746,2.38477722927
5,52,Croulebarbe,2,1971-1990,non meublé,22.4,26.88,15.68,2020,PARIS,7511352,48.8337336761,2.34767304607
11,39,Porte-Saint-Martin,1,1946-1970,non meublé,23.9,28.68,16.73,2020,PARIS,7511039,48.8712446509,2.36150364735
8,57,Saint-Lambert,1,1946-1970,non meublé,24.6,29.52,17.22,2020,PARIS,7511557,48.8342936284,2.29691997445
4,6,Vivienne,3,1971-1990,non meublé,24.1,28.92,16.87,2020,PARIS,7510206,48.8691001998,2.33946074375
10,44,Sainte-Marguerite,1,1946-1970,non meublé,24.4,29.28,17.08,2020,PARIS,7511144,48.852096507,2.3887648336
14,47,Bercy,2,1946-1970,meublé,23.6,28.32,16.52,2020,PARIS,7511247,48.8352090499,2.38621008421
9,46,Picpus,2,Avant 1946,meublé,26.2,31.44,18.34,2020,PARIS,7511246,48.8303592424,2.42882681508
4,19,Val-de-Grace,4,Apres 1990,meublé,28.1,33.72,19.67,2020,PARIS,7510519,48.841684288,2.34386092632
10,42,Saint-Ambroise,4,Avant 1946,meublé,23.3,27.96,16.31,2020,PARIS,7511142,48.8623450235,2.37611805592
6,58,Necker,4,Apres 1990,non meublé,24.7,29.64,17.29,2020,PARIS,7511558,48.8427112503,2.31077745364
1,28,Gros-Caillou,3,1946-1970,non meublé,25.3,30.36,17.71,2020,PARIS,7510728,48.8582999039,2.30154155569
4,7,Mail,4,1946-1970,meublé,26.0,31.2,18.2,2020,PARIS,7510207,48.8680083374,2.34469912743
4,17,Saint-Victor,3,1971-1990,non meublé,24.1,28.92,16.87,2020,PARIS,7510517,48.8476636355,2.35409315338
4,19,Val-de-Grace,2,1971-1990,meublé,25.7,30.84,17.99,2020,PARIS,7510519,48.841684288,2.34386092632
11,40,Hôpital-Saint-Louis,1,1971-1990,non meublé,25.4,30.48,17.78,2020,PARIS,7511040,48.87600829,2.36812301789
4,19,Val-de-Grace,3,1971-1990,non meublé,24.1,28.92,16.87,2020,PARIS,7510519,48.841684288,2.34386092632
5,33,Saint-Georges,4,1946-1970,meublé,24.3,29.16,17.01,2020,PARIS,7510933,48.8799343388,2.33285019656
5,52,Croulebarbe,3,1946-1970,meublé,22.9,27.48,16.03,2020,PARIS,7511352,48.8337336761,2.34767304607
1,23,Notre-Dame-des-Champs,3,1946-1970,meublé,28.6,34.32,20.02,2020,PARIS,7510623,48.846427594,2.32735687823
2,15,Arsenal,4,Apres 1990,non meublé,26.2,31.44,18.34,2020,PARIS,7510415,48.851585175,2.36476795387
12,51,Maison-Blanche,2,Avant 1946,non meublé,25.1,30.12,17.57,2020,PARIS,7511351,48.8231278057,2.35243314954
7,59,Grenelle,1,1971-1990,non meublé,26.3,31.56,18.41,2020,PARIS,7511559,48.8501716555,2.2918526427
13,73,Villette,3,1946-1970,non meublé,16.5,19.8,11.55,2020,PARIS,7511973,48.8876610888,2.37446821213
4,14,Saint-Gervais,4,Apres 1990,meublé,28.1,33.72,19.67,2020,PARIS,7510414,48.8557186509,2.35816233385
2,21,Monnaie,1,1946-1970,meublé,36.0,43.2,25.2,2020,PARIS,7510621,48.8543844036,2.34003537113
4,19,Val-de-Grace,3,Apres 1990,meublé,26.0,31.2,18.2,2020,PARIS,7510519,48.841684288,2.34386092632
2,5,Gaillon,4,1971-1990,meublé,25.1,30.12,17.57,2020,PARIS,7510205,48.8693066381,2.33343180766
7,61,Auteuil,2,1971-1990,meublé,26.4,31.68,18.48,2020,PARIS,7511661,48.8506223427,2.25227690754
4,17,Saint-Victor,2,1971-1990,meublé,25.7,30.84,17.99,2020,PARIS,7510517,48.8476636355,2.35409315338
7,61,Auteuil,1,Avant 1946,meublé,31.3,37.56,21.91,2020,PARIS,7511661,48.8506223427,2.25227690754
11,68,Epinettes,4,Avant 1946,non meublé,21.4,25.68,14.98,2020,PARIS,7511768,48.8949426538,2.32111874371
11,68,Epinettes,2,Apres 1990,non meublé,23.9,28.68,16.73,2020,PARIS,7511768,48.8949426538,2.32111874371
2,34,Chaussée-d'Antin,2,Avant 1946,meublé,31.9,38.28,22.33,2020,PARIS,7510934,48.8735473802,2.33226886887
5,35,Faubourg-Montmartre,1,Avant 1946,meublé,32.9,39.48,23.03,2020,PARIS,7510935,48.8739346918,2.34325257947
1,27,Ecole-Militaire,2,1946-1970,meublé,30.1,36.12,21.07,2020,PARIS,7510727,48.8503592615,2.31103093627
8,57,Saint-Lambert,3,1946-1970,meublé,22.1,26.52,15.47,2020,PARIS,7511557,48.8342936284,2.29691997445
4,6,Vivienne,1,1971-1990,non meublé,30.3,36.36,21.21,2020,PARIS,7510206,48.8691001998,2.33946074375
2,31,Madeleine,3,Apres 1990,meublé,27.7,33.24,19.39,2020,PARIS,7510831,48.871265493,2.32005302865
2,29,Champs-Elysées,1,Apres 1990,non meublé,32.1,38.52,22.47,2020,PARIS,7510829,48.8670744922,2.30865168468
11,40,Hôpital-Saint-Louis,1,1946-1970,non meublé,23.9,28.68,16.73,2020,PARIS,7511040,48.87600829,2.36812301789
6,65,Ternes,3,Apres 1990,non meublé,24.4,29.28,17.08,2020,PARIS,7511765,48.8811775503,2.28996373812
10,49,Salpêtrière,4,Apres 1990,non meublé,23.5,28.2,16.45,2020,PARIS,7511349,48.8374058852,2.36331863515
4,14,Saint-Gervais,2,Avant 1946,meublé,31.3,37.56,21.91,2020,PARIS,7510414,48.8557186509,2.35816233385
9,69,Grandes-Carrières,3,1946-1970,meublé,20.5,24.6,14.35,2020,PARIS,7511869,48.8925777711,2.33436308991
10,44,Sainte-Marguerite,1,Apres 1990,meublé,32.8,39.36,22.96,2020,PARIS,7511144,48.852096507,2.3887648336
5,35,Faubourg-Montmartre,4,1946-1970,non meublé,21.5,25.8,15.05,2020,PARIS,7510935,48.8739346918,2.34325257947
3,32,Europe,4,Avant 1946,non meublé,23.7,28.44,16.59,2020,PARIS,7510832,48.8781476759,2.3171746113
1,23,Notre-Dame-des-Champs,4,1946-1970,meublé,27.0,32.4,18.9,2020,PARIS,7510623,48.846427594,2.32735687823
4,12,Sainte-Avoie,3,Apres 1990,meublé,26.0,31.2,18.2,2020,PARIS,7510312,48.862557245,2.35485151825
9,69,Grandes-Carrières,2,Apres 1990,meublé,26.6,31.92,18.62,2020,PARIS,7511869,48.8925777711,2.33436308991
2,21,Monnaie,2,Avant 1946,meublé,31.9,38.28,22.33,2020,PARIS,7510621,48.8543844036,2.34003537113
5,2,Halles,3,1946-1970,meublé,22.9,27.48,16.03,2020,PARIS,7510102,48.8622891081,2.34489885831
2,21,Monnaie,1,Apres 1990,non meublé,32.1,38.52,22.47,2020,PARIS,7510621,48.8543844036,2.34003537113
9,70,Clignancourt,3,1946-1970,non meublé,18.1,21.72,12.67,2020,PARIS,7511870,48.8916675911,2.34597875459
4,11,Archives,4,1971-1990,meublé,25.9,31.08,18.13,2020,PARIS,7510311,48.8591924127,2.36320505733
2,15,Arsenal,3,Apres 1990,non meublé,24.5,29.4,17.15,2020,PARIS,7510415,48.851585175,2.36476795387
4,14,Saint-Gervais,1,Apres 1990,non meublé,28.4,34.08,19.88,2020,PARIS,7510414,48.8557186509,2.35816233385
13,78,Saint-Fargeau,1,1946-1970,meublé,25.9,31.08,18.13,2020,PARIS,7512078,48.8710347391,2.40617153015
1,27,Ecole-Militaire,2,Avant 1946,meublé,32.0,38.4,22.4,2020,PARIS,7510727,48.8503592615,2.31103093627
11,68,Epinettes,3,1946-1970,meublé,21.4,25.68,14.98,2020,PARIS,7511768,48.8949426538,2.32111874371
11,43,Roquette,4,Apres 1990,non meublé,19.4,23.28,13.58,2020,PARIS,7511143,48.8570640408,2.38036406173
1,28,Gros-Caillou,3,1971-1990,non meublé,26.3,31.56,18.41,2020,PARIS,7510728,48.8582999039,2.30154155569
5,33,Saint-Georges,3,Avant 1946,non meublé,22.8,27.36,15.96,2020,PARIS,7510933,48.8799343388,2.33285019656
4,7,Mail,2,Apres 1990,meublé,28.7,34.44,20.09,2020,PARIS,7510207,48.8680083374,2.34469912743
6,58,Necker,1,1946-1970,non meublé,27.5,33.0,19.25,2020,PARIS,7511558,48.8427112503,2.31077745364
2,13,Saint-Merri,4,1971-1990,non meublé,22.2,26.64,15.54,2020,PARIS,7510413,48.8585213723,2.35166696714
14,45,Bel-Air,2,Avant 1946,non meublé,22.7,27.24,15.89,2020,PARIS,7511245,48.8379956461,2.43317844196
4,12,Sainte-Avoie,4,1971-1990,meublé,25.9,31.08,18.13,2020,PARIS,7510312,48.862557245,2.35485151825
8,57,Saint-Lambert,3,Avant 1946,meublé,25.3,30.36,17.71,2020,PARIS,7511557,48.8342936284,2.29691997445
14,79,Père-Lachaise,1,Apres 1990,meublé,29.0,34.8,20.3,2020,PARIS,7512079,48.863719484,2.39527282076
1,23,Notre-Dame-des-Champs,1,Avant 1946,non meublé,31.7,38.04,22.19,2020,PARIS,7510623,48.846427594,2.32735687823
4,14,Saint-Gervais,1,Avant 1946,meublé,35.1,42.12,24.57,2020,PARIS,7510414,48.8557186509,2.35816233385
13,80,Charonne,3,1946-1970,non meublé,16.5,19.8,11.55,2020,PARIS,7512080,48.854760283,2.40743032824
10,55,Petit-Montrouge,4,Apres 1990,meublé,26.6,31.92,18.62,2020,PARIS,7511455,48.8266526255,2.32643699922
2,16,Notre-Dame,1,Avant 1946,meublé,37.0,44.4,25.9,2020,PARIS,7510416,48.8528955862,2.35277501212
6,66,Plaine de Monceaux,2,Apres 1990,non meublé,24.0,28.8,16.8,2020,PARIS,7511766,48.8850436914,2.30290982465
2,24,Saint-Germain-des-Prés,4,Apres 1990,meublé,29.6,35.52,20.72,2020,PARIS,7510624,48.85528872,2.33365686809
4,11,Archives,4,Avant 1946,non meublé,25.1,30.12,17.57,2020,PARIS,7510311,48.8591924127,2.36320505733
2,15,Arsenal,4,Avant 1946,non meublé,25.6,30.72,17.92,2020,PARIS,7510415,48.851585175,2.36476795387
11,39,Porte-Saint-Martin,4,1946-1970,non meublé,21.6,25.92,15.12,2020,PARIS,7511039,48.8712446509,2.36150364735
11,41,Folie-Méricourt,1,Avant 1946,meublé,31.8,38.16,22.26,2020,PARIS,7511141,48.8674031901,2.37296482493
5,38,Porte-Saint-Denis,3,1971-1990,meublé,24.0,28.8,16.8,2020,PARIS,7511038,48.873617661,2.35228289495
10,55,Petit-Montrouge,3,1971-1990,non meublé,21.8,26.16,15.26,2020,PARIS,7511455,48.8266526255,2.32643699922
14,47,Bercy,2,Apres 1990,non meublé,23.3,27.96,16.31,2020,PARIS,7511247,48.8352090499,2.38621008421
11,54,Parc-de-Montsouris,3,1946-1970,meublé,21.4,25.68,14.98,2020,PARIS,7511454,48.8234527716,2.33707017986
5,52,Croulebarbe,3,Avant 1946,non meublé,22.8,27.36,15.96,2020,PARIS,7511352,48.8337336761,2.34767304607
13,72,La Chapelle,1,1971-1990,meublé,24.0,28.8,16.8,2020,PARIS,7511872,48.8940121696,2.36438677903
14,79,Père-Lachaise,4,1946-1970,meublé,20.5,24.6,14.35,2020,PARIS,7512079,48.863719484,2.39527282076
11,48,Quinze-Vingts,2,Apres 1990,non meublé,23.9,28.68,16.73,2020,PARIS,7511248,48.8469159441,2.37440162648
7,60,Javel 15Art,1,1946-1970,meublé,28.6,34.32,20.02,2020,PARIS,7511560,48.8390604011,2.27807634692
6,66,Plaine de Monceaux,2,1971-1990,non meublé,24.9,29.88,17.43,2020,PARIS,7511766,48.8850436914,2.30290982465
14,79,Père-Lachaise,2,1946-1970,meublé,23.6,28.32,16.52,2020,PARIS,7512079,48.863719484,2.39527282076
9,69,Grandes-Carrières,1,Apres 1990,non meublé,23.8,28.56,16.66,2020,PARIS,7511869,48.8925777711,2.33436308991
1,26,Invalides,3,1946-1970,non meublé,25.3,30.36,17.71,2020,PARIS,7510726,48.8585149661,2.31644474034
13,50,Gare,2,1971-1990,non meublé,17.9,21.48,12.53,2020,PARIS,7511350,48.8275274578,2.37239773692
2,15,Arsenal,1,Apres 1990,meublé,36.3,43.56,25.41,2020,PARIS,7510415,48.851585175,2.36476795387
10,18,Jardin-des-Plantes,4,1946-1970,meublé,23.3,27.96,16.31,2020,PARIS,7510518,48.8419401934,2.35689388962
2,4,Place-Vendôme,2,Avant 1946,meublé,31.9,38.28,22.33,2020,PARIS,7510104,48.8670185906,2.32858166493
3,62,Muette,2,Avant 1946,non meublé,25.0,30.0,17.5,2020,PARIS,7511662,48.8632745438,2.2599358317
10,44,Sainte-Marguerite,1,Avant 1946,meublé,32.8,39.36,22.96,2020,PARIS,7511144,48.852096507,2.3887648336
2,16,Notre-Dame,1,Apres 1990,non meublé,32.1,38.52,22.47,2020,PARIS,7510416,48.8528955862,2.35277501212
2,5,Gaillon,2,1971-1990,meublé,28.6,34.32,20.02,2020,PARIS,7510205,48.8693066381,2.33343180766
14,79,Père-Lachaise,2,Avant 1946,non meublé,22.7,27.24,15.89,2020,PARIS,7512079,48.863719484,2.39527282076
4,9,Arts-et-Metiers,2,1946-1970,meublé,25.8,30.96,18.06,2020,PARIS,7510309,48.8664702895,2.35708313106
10,18,Jardin-des-Plantes,2,Apres 1990,meublé,28.0,33.6,19.6,2020,PARIS,7510518,48.8419401934,2.35689388962
2,31,Madeleine,2,1971-1990,meublé,28.6,34.32,20.02,2020,PARIS,7510831,48.871265493,2.32005302865
13,80,Charonne,1,Avant 1946,meublé,29.4,35.28,20.58,2020,PARIS,7512080,48.854760283,2.40743032824
3,64,Chaillot,4,1971-1990,non meublé,24.9,29.88,17.43,2020,PARIS,7511664,48.8684336145,2.29167904274
5,37,Saint-Vincent-de-Paul,3,Apres 1990,meublé,26.7,32.04,18.69,2020,PARIS,7511037,48.8807352373,2.35747081045
4,10,Enfants-Rouges,1,Avant 1946,non meublé,31.1,37.32,21.77,2020,PARIS,7510310,48.863887392,2.36312330099
10,42,Saint-Ambroise,4,1946-1970,non meublé,20.6,24.72,14.42,2020,PARIS,7511142,48.8623450235,2.37611805592
1,23,Notre-Dame-des-Champs,1,Avant 1946,meublé,35.8,42.96,25.06,2020,PARIS,7510623,48.846427594,2.32735687823
11,54,Parc-de-Montsouris,4,1971-1990,meublé,23.4,28.08,16.38,2020,PARIS,7511454,48.8234527716,2.33707017986
11,39,Porte-Saint-Martin,4,Avant 1946,non meublé,21.4,25.68,14.98,2020,PARIS,7511039,48.8712446509,2.36150364735
2,34,Chaussée-d'Antin,4,1946-1970,non meublé,22.9,27.48,16.03,2020,PARIS,7510934,48.8735473802,2.33226886887
2,34,Chaussée-d'Antin,3,Apres 1990,meublé,27.7,33.24,19.39,2020,PARIS,7510934,48.8735473802,2.33226886887
